id,Question,Model Answer,Average_Mark,Answer
1117,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0.75,"The protection of human, psychological and industrial side, imposing sanctions on electronic criminal, tightening and security insurance, insurance devices with special confidential numbers."
1118,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.75,"Double sanctions for computer criminal, awareness and education and dissemination of a culture of information security, legal legislation, any infringement or crime of electronic crime, establishing strict laws on any electronic crime."
1119,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",2.5,"You should be protected for people and notification of security, especially the category, which was exposed to ejaculation, defamation and dissemplished images. Until the criminals are caught, a special category of investigators must be taught to deal with this category of crimes."
1120,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.5,The Penal Code does not protect important personalities and conflict on the custody law on victims of crimes related to the honor of the punishment of the criminal and not to advertise victim; Double punishment when authorities are not forgiven and maintain judicial information; Decrease from fines to take everyone his sentence.
1121,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0,"The legal person: Punishes a fine of 5 times the natural person (normal), multiple conditions: Use of monitoring tools, access to computer systems."
1122,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",2.25,"The need to implement the law on electronic offenses, imposing sanctions and fines, double sanctions, that the offense is a legal person."
1123,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",3,"Promote physical support with imposing fines on criminals, technical expertise must be provided, applicable international and local legislation and laws."
1124,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",3.25,"The presence of experts understand, and sanctions should be applied."
1125,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",3,"The laws of preventing and combating crimes: information and communication technologies should be increased; Terrorism and spy and physical crimes; Piracy and penetration .. etc, strict laws must be provided to reduce these crimes."
1126,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.25,Is the sides of the penalty and reviewing them with awareness of the general public.
1127,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0,Persons awareness of information security throughout the community
1128,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",2.5,"Add laws depending on the type of crime, it is not all crimes to have the same punishment"
1129,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",4.75,"Including all electronic crimes, developing the reasons for investigating: investigators specializing in an electronic offense, complications of sanctions, for example, a well-being described or destroyed."
1130,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0,The aspect of physical and technical security must be enriched
1131,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.75,"Add penalties for those who publish other personal information, intellectual property penalties, sanctions, spinning, embarrassment and embarrassment on the Internet and hack"
1132,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",3.5,"The intimidation of electronic crime by strengthening penalties and not tolerate, adding laws to a judicial follow-up, adding intellectual property protection laws."
1133,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.25,The Act should be trying to meet and increase several laws that punish people who cause people who cause others using technology or increase fines and sanctions until they are reduced or decreased whenever technology increases and changed the laws
1134,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",2.75,Amendments to the Algerian law must be held on electronic crime in all respects in terms of access to special data and investment in systems tracking the hackers
1135,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",2.25,Poor materials and laws for electronic irregularities should be added as laws that prevent personal information
1136,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0.75,"Strict punishments against perpetrators, establish physical and intellectual means to combat this crime, events for their users, set up gaps to topple its perpetrators."
1137,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0,The aspects of the duty are: Information security to prove and identify identification such as: Credit Card identify responsibilities and powers of users.
1138,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.5,Ensure legislation and application of electronic crime laws with careful implementation
1139,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0.75,Reducing attempt to access or maintain or change the information system (Law of 04-15 of the Penal Code) and allow for judicial organs and police to enter the data and information record
1140,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0.75,"Export accurate and strict laws in each area of ​​electronic crime, work in ways of protection: physical, rich, administrative and awareness of staff in the country."
1141,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0,"Electronic infringement aspects, IP, hostile sites, defamation and extortion"
1142,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0.75,"Add penalties such as imprisonment or financial fiscal per perpetrators of electronic crimes and the penalty sign if it is simple, double the punishment as damage that can be attached"
1143,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0.75,Information security must be made and developed specialists who supervise electronic criminal cases
1144,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",3.75,"The legislation of clear and explained texts about sanctions and classification, allocating specialized committees to study crimes and are consistent in the field"
1145,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",0.75,"Tighten sanctions on penetrators and electronic terrorism, guard and punishment of unresolved staff on secrets"
1146,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1,"The trial of everyone who is illegal, lifting the prison period, raising the value of fines on this type of crime"
1147,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.25,Establishment of financial and prison sanctions
1148,What are the aspects to be imposed in the traditional criminal law to adapt it with the reality of electronic crime in our country?,"Developing technical expertise for technology-related investigators in proof of crimes, expanding and inclusion of various types of electronic offenses under legal legislation.",1.25,"Minimization of electronic piracy, penalty penalty"
1149,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Packing control of the device, its ability to spy on the device and the files, its ability to install malware, ability to spy on confidential information through installing programs"
1150,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Computer control, theft of information, download files from computer without user science, installation of spyware on devices used to record keyboard strikes."
1151,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",4.5,The possibility of hacker to the device via the back door to control the device remotely or download and remove programs from on the device or steal information such as passwords by loading to record keyboard clicks and send them to the hacker
1152,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"It takes a back by a rear door, allowing it: Toggle information and transfer information from and to the device without the user science installation of special devices that record clicks on the keyboard."
1153,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,They invite the hackers to connect to the device across the internet back door where networks can control the device and stolen information from it and download files from and to the device without aware of the owner.
1154,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",1.5,"Monitor system software, sabotage system programs."
1155,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"The hacker controller in the device, moving files from and to the device without aware of the owner, stealing the email configuration or identity theft, the hacker connection with the device through the back door, theft of information and secret numbers by installing spyware for users to record keyboard. Automatically"
1156,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Babham is the importance of its content and is the opposite, then it becomes the criminal access through the back door and can control the device and download programs from and to the device without the science of the user, and can also spy and theft of password or information"
1157,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Device control, steal or damage information, download programs on the device without user science, install programs Save Spy Keyboard clicks (the theft of passwords)"
1158,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Spyware on the user, download information from and to the user device, steal information, user device control."
1159,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Immediately after this type of software connects by a rear door online, device control, theft of information from it by e-mail, download files from any device without aware of the owner, installation of spy software."
1160,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Hardware control, theft of information, download the files from and to the device without aware of the owner, spyware on the user with keyboard compression software where the information is sent automatically and can steal passwords and special information."
1161,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",1.25,"Lack of credibility, skill in order, loss of information, the macaronium becomes the system."
1162,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Transfer information from and to the device without aware of its owner, theft and piracy personal information, device control, disable system, spy and installation means of spy without feeling user system, data clearing, forging information."
1163,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",2.25,"User Control, convert information from and to the device, steal your password and user."
1164,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Obtain a backburn can be penetrated from access to the system, the computer control as an administrator, is able to install other malicious programs to obtain all information from files to passwords, and the overall disabling of the system."
1165,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3.75,"Spy, download files from and to computer (information system), sabotage files and cause computer paralysis, taking passwords and important information."
1166,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",2.25,Theft information for users as a password and otherwise and read what you write on the keyboard.
1167,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3,"Theft files, passwords, personal information, identity theft, smashing the information system."
1168,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",4.5,"The hackers are notified, they use the back door for the control and spyware, steal data, install devices and programs."
1169,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",4,"Download, add, change, and delete data from the system without science of device owner, system control, spyware on special information and steal passwords by keyboard spyware."
1170,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"The hackers can contact the device across the back door and from it: device control, stealing information, download files, installation of spyware."
1171,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",1.75,The user directed by a back door that makes the user's personal information is within arrival.
1172,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3.25,"Install a program opens a back door and through which the system can be used for the system, spy and data stolen."
1173,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3.75,The back door can be opened in the system where you can penetrate from taking files or information and even recording keystrokes.
1174,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",1.75,"The hackers become connected to a back door, making the hacker controls the device."
1175,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",1.75,"This is about theft of specialized information for human, data and procedures for piracy or sabotage information."
1176,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"The back door is opened, describes the criminal or hacker and connects through the victim and controls, deleting or modifying data, loading from and to the victim, obtaining and publishing data."
1177,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3,"Theft information, load information from and to the device, delete information, change the information."
1178,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Computer criminal control, theft of information and change or even damage, download from and to the device, install programs to monitor keyboard to see passwords and confidentiality."
1179,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",2.75,It becomes hacking to control the information system and therefore can steal information or sabotage order.
1180,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3,After the information system was injured by Trojans allows the penetration to take information and files from order to another and can also sabotage the entire system or part of it.
1181,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",4,"Device control, download files from to user device without tagging, Create Software Record Keyboard Clicks, Steal Password and Email."
1182,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",0.5,The total destruction of the system and even computers.
1183,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",2.75,The criminals becomes any incentives to contact this device by online back door. Which gives the criminal full control of the device.
1184,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3,"Run the program in which it is downloaded and installs unwanted programs within it in the user's device, this can be controlled by the device remotely and disabled and removes other programs."
1185,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3.5,"Ability to control the device immediately after running the program, get the computer's information, put the files within the computer without the science of the user."
1186,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"The control of the victim can be fully connected by the online back door of the victim, which enables it to download the victim files, receive its data, including confidential numbers, bank data"
1187,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,The penetration is allowed to access the system across the back door.
1188,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,The device is hacked by the device by the online backup and then it can connect to the device.
1189,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,The criminal is connected by a back door to the victim.
1190,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",4.75,"The penetration is able to access the computer with back and it is able to control the device, download spyware without user science, transfer information, taking passwords through keyboard clicks."
1191,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Control the device and convert data from it and without aware of its owner, installed programs for recording keyboard, or automatically to the vandal. It is allowed to obtain personal information and passwords"
1192,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",0.75,"At first, the program is normal, but a Trojan horse is destroyed, deleting the data and the system memory that is inflicted."
1193,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3.75,"The device control and manage, transfer data from and to the device, download, delete and change device data."
1194,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",4.75,"Package can control the device, place spyware such as a keyboard compression program, download files from and to the device, a personal violation."
1195,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3.75,"Allow the criminal or portrait of access to the systems, systems, programs and exploitation of this information (theft, forging, change without aware of the owner and can even disable or sabotage."
1196,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",3.5,"It has a back door, allowing the penetration and control of the computer and adjusts information and data."
1197,What are the results of the information system with Trojans?,"The hacker controls the hacking device across the back door it can: steal email catalog, or identity theft, download files from and from this device without aware of the owner, installation of spying software on the device.",5,"Package can access the device across the back door and control the device, identity and email stealing, theft of information, download files without aware of the owner, install programs and devices to record keyboard and automatically automatically score, which can stolen information for passwords."
1198,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",1.75,"Do not carry personal documents, help remember passwords."
1199,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",3.5,"Do not resort to save passwords and avoid forgetting them, enhancing information security, minimizing the penetration ratio."
1200,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",4.75,"Security and Privacy, Alternative Protection Printing Documents, Alternative for Saving and Recalls Confidential Cost or Password, Financial Operations Security."
1201,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",3,"Improved security security, reducing penetration ratio, user identity confirmation."
1202,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",4,"Security and Privacy, Alternative Protection of Identity Documents, Alternative to Save Password, Escrow in Electronic Commerce."
1203,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",5,"Security and Privacy: An unauthorized entry of user data, an alternative to carrying identity documents: driving license ..., Alternative to save passwords, confidentiality in financial operations: ATM, for example."
1204,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",5,"Increased security, confidentiality and privacy, alternative to probation of identity proof (profile card ..), alternative to save and remember passwords, secure secret processes."
1205,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",2.75,"Expresses the work of identity documents, exempts the mention of long passwords."
1206,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",1.25,Strengthening the information system where it becomes more secure and can make quick statistics
1207,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",1.75,"Technical protection for information, confirmation and knowledge of people who are not confidential and securities."
1208,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",4,"Identify users, select their responsibility, specify the validity of users, install the identity of users, prepare and formulate information security."
1209,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",2,"Personal non-impersonation can not enter others except card owner, inability to steal identity and access to personal data."
1210,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",4.5,"Privacy and Privacy, Liability and Select Roles, determine everything that is allowed and all is forbidden, alternative to pregnancy protection documents, protection and security information."
1211,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",4.5,"Compensation of certable cards, password compensation, ensure that only licensed people can access, provide privacy."
1212,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",5,Identification of the user Ensure its alternative identity to carry alternative certification documents to save and remember secret traffic numbers secure secret transactions
1213,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",0,"The emergence of new techniques and programs in piracy, sometimes difficult difficulty."
1214,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",5,"Security and Privacy, Alternative to Pregnancy Documentation, Alternative to Conservation of Confidential Numbers, Security in Financial Operations."
1215,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",2.25,"Alternative to carry certification documents as metabolism, alternative to remember passwords."
1216,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",1,"Reduce the penetration of the information system, the information system becomes safe."
1217,What are the consequences of using vital measurement techniques in accessing the information system?,"Security and Privacy, Alternative to Pregnancy Printing Documents, Alternative to Save and Recall Secret Numbers, Securing the Secret of Financial Operations.",5,"Security and Privacy, Alternative to Pregnancy Primary Documents, Alternative to Save and Recall Secret Numbers, Confidentiality of Financial Operations."
